NN,KON,der,NN,ART, art
NN,VVFIN,die,ADJA,NE, art
ADV,VAFIN,der,NN,APPR, art
ADJA,NN,der,NN,APPR, art
NN,Komma,die,APPR,ADJA, prels
NN,APPR,die,ADV,CARD, art
PTKVZ,VAFIN,die,CARD,NN, art
NN,Komma,die,PPER,APPR, prels
KOUS,PIS,der,ADJA,NN, art
Komma,VVFIN,der,NN,ART, art
VVFIN,PIS,der,ADJD,NN, art
Komma,VVFIN,die,NN,$., art
NN,Komma,die,PRF,APPRART, prels
VAFIN,PPER,der,ADJA,NN, art
VAFIN,APPR,die,NN,ART, art
ART,NN,der,NN,APPR, art
NN,Komma,das,ART,ADJD, prels
Komma,VAFIN,die,NN,NE, art
NN,Komma,die,VVPP,VAFIN, prels
ADV,APPR,der,NN,APPR, art
VAFIN,PROAV,der,NN,ART, art
NN,Komma,die,APPR,NN, prels
ART,NN,der,NN,Komma, art
PROAV,APZR,das,ADJA,NN, art
NN,Komma,das,APPR,ART, prels
VVFIN,PRF,die,ADJA,NN, art
NN,KON,das,NN,ART, art
NN,APPR,der,PTKNEG,ADJA, art
APPR,KOKOM,das,NN,ART, art
NN,VAFIN,die,NN,APPR, art
NE,Komma,die,ADV,$(, prels
PRF,ADV,die,NN,ART, art
NE,APPR,die,NN,NN, art
Komma,PROAV,die,NN,ART, art
PDS,PTKNEG,der,NN,Komma, art
$(,Komma,die,PROAV,VVFIN, prels
NE,NE,die,$(,NN, art
ADV,ADJD,der,NN,APPR, art
Komma,APPR,der,APPRART,NN, art
APPR,APPR,das,NN,CARD, art
CARD,VAFIN,das,NN,VVPP, art
ADV,APPR,die,ADJD,ADJA, art
VAFIN,PRF,die,NN,APPR, art
$(,NN,der,ADJA,ADJA, art
NN,APPR,die,ADJA,NN, art
KOUS,PRF,die,ADJA,NE, art
CARD,NN,die,ADJA,NN, art
Komma,KOUS,die,ADJA,ADV, art
ADJD,NN,der,ADJA,NN, art
Komma,VAFIN,der,NN,APPR, art
VVFIN,Komma,die,NN,VAFIN, art
CARD,KON,die,NN,APPRART, art
KOKOM,PIS,der,ADJA,NN, art
PTKVZ,Komma,der,PRF,ART, prels
NN,APPR,der,NN,NE, art
NN,APPR,die,ADJA,NN, art
Komma,VMFIN,die,NN,ART, art
NN,Komma,die,NN,ART, art
Komma,KOUS,die,NN,ADV, art
NN,Komma,die,ADV,ADV, prels
VAFIN,$.,das,NN,$., art
Komma,VAFIN,der,NN,APPR, art
VAFIN,PPER,die,NN,NE, art
VVFIN,ADV,der,NN,ART, art
Komma,PRELS,die,NN,VVINF, art
NN,Komma,die,APPR,NN, prels
NN,APPR,der,ADJA,NN, art
ADJD,APPR,die,ADJA,NN, art
NN,Komma,die,ADJD,VVPP, prels
ADV,ADV,die,ADJA,NN, art
NN,Komma,die,VVINF,VMFIN, prels
VVFIN,APPR,die,NN,Komma, art
ART,NN,der,NN,VAFIN, art
APPR,PRF,die,NN,ADV, art
NN,APPR,die,NN,ART, art
NN,APPR,das,NN,KON, art
VVINF,Komma,der,Komma,KOUS, prels
NN,APPR,der,NN,VVPP, art
Komma,VVFIN,die,NN,$., art
NN,Komma,die,ART,$(, prels
Komma,PRELS,die,$(,ADJA, art
NN,Komma,die,ART,NN, prels
Komma,PRELS,die,NN,ART, art
Komma,VMFIN,das,NN,PPOSAT, art
NE,VVFIN,die,$(,VVFIN, art
NN,APPR,der,NE,VAFIN, art
NN,Komma,die,ART,NN, prels
NN,APPR,der,NE,VAFIN, art
ART,NN,der,ADJA,NN, art
NN,VMFIN,der,NN,VVINF, art
KON,VVFIN,das,NN,VVINF, art
NN,VVFIN,das,NN,ART, art
VVFIN,PRF,die,NN,NE, art
NN,VVFIN,die,NE,APPR, art
NN,Komma,der,APPRART,ADJA, prels
NE,NE,das,NN,APPR, art
NE,VAFIN,der,ADJA,$(, art
NN,$(,die,NN,APPR, art
NN,Komma,die,ADV,ART, prels
VVFIN,APPR,der,ADJA,KON, art
ADV,APPR,das,NN,VVINF, art
APPR,PPER,die,NN,CARD, art
NN,VVFIN,der,NN,Komma, art
NN,VVFIN,der,NN,PIAT, art
PPOSAT,NN,die,NN,APPR, art
NN,APPR,die,ADJA,NN, art
VAFIN,PIS,der,ADJA,NN, art
NN,VVFIN,die,NN,APPR, art
NN,Komma,das,PPER,PPOSAT, prels
NN,NN,der,NN,APPR, art
NN,Komma,das,ADV,VVPP, prels
NN,VVFIN,der,NN,NE, art
VAFIN,APPR,der,NN,PIS, art
NN,VVFIN,der,TRUNC,KON, art
PDS,VMFIN,der,NN,APPR, art
ART,NN,der,NN,ART, art
Komma,APPR,die,ART,NN, prels
APPR,PRELS,der,NN,ART, art
Komma,$(,die,ADV,NN, prels
ADJA,NN,der,NN,VMFIN, art
NN,APPR,die,NN,VMFIN, art
ADV,APPR,der,NN,APPR, art
$.,KON,die,APPR,ART, art
NE,Komma,die,APPR,ART, prels
PRELS,APPR,die,ADJA,NE, art
PDAT,NN,die,ADJA,NN, art
NE,VVFIN,der,NN,APPRART, art
NN,Komma,der,PRF,APPR, prels
NN,Komma,die,PPER,ADV, prels
ADV,APPR,der,ADJA,NN, art
VVFIN,APPR,der,NN,$., art
VMFIN,PRF,die,NN,APPR, art
VVFIN,$(,die,ADJA,NN, art
NE,Komma,die,APPR,ADJA, prels
NN,APPR,die,ADJA,NN, art
KON,APPR,das,NN,$., art
NN,APPR,das,NE,NE, art
NN,APPR,der,NN,APPR, art
ADV,APPR,das,NE,NE, art
PPER,PIS,der,ADJA,NN, art
$(,APPR,der,NN,VVFIN, art
Komma,KOUS,der,NN,Komma, art
ADV,APPR,der,NN,APPR, art
ADV,ADV,die,NN,APPR, art
APPRART,NN,der,NN,KON, art
ART,NN,der,NN,ADV, art
NN,VAFIN,die,NN,ADJD, art
VAFIN,ADV,die,ADJA,NN, art
APPR,NN,der,ADJA,NN, art
VVINF,Komma,das,ART,NN, prels
Komma,PRELS,die,NN,ART, art
NN,VVFIN,die,NN,PPOSAT, art
NN,APPR,der,NN,PIS, art
ADJD,$(,die,NN,ART, art
$(,VVFIN,die,NN,APPR, art
VVFIN,PROAV,der,NN,APPR, art
PPER,$(,das,ADJA,APPRART, art
ADV,VAFIN,der,NN,ADV, art
NN,APPR,das,NN,$., art
VMFIN,PRF,die,NN,ADV, art
PROAV,APPR,das,ADJA,NN, art
NE,APPR,die,NN,KON, art
Komma,VVFIN,die,NN,APPRART, art
NN,Komma,die,PRF,APPR, prels
NE,APPR,die,NN,VVINF, art
NE,VVFIN,die,NN,PPOSAT, art
$(,APPR,die,CARD,NN, art
ADJD,VAFIN,die,NN,APPR, art
PPER,VVFIN,der,NE,$(, art
VAFIN,NN,der,NN,ADJA, art
NN,Komma,die,APPR,ART, prels
$(,VVFIN,das,NN,ART, art
APPR,NN,die,NN,Komma, art
Komma,VVFIN,die,CARD,NN, art
PPER,APPR,die,NN,$., art
VVPP,KON,das,NN,VVFIN, art
KON,VVFIN,die,NN,ART, art
NN,VVFIN,die,ADJA,NN, art
ADJA,NN,der,PIDAT,NN, art
VVFIN,ADV,die,ADJA,NN, art
ADJD,APPR,das,NN,VVINF, art
PPER,APPR,der,ADJA,NN, art
APPR,PIS,das,NN,$(, art
VVPP,APPR,die,NN,$., art
VMFIN,PPER,das,NN,ADV, art
NN,KON,die,PIDAT,ADJA, art
NN,Komma,das,KON,ART, prels
PRELS,KON,der,NN,KON, art
Komma,APPR,die,NN,VMFIN, art
Komma,KOUS,die,ADJA,NN, art
PPER,VVFIN,die,$(,NN, art
NN,APPR,der,NN,VVINF, art
Komma,VAFIN,die,NN,APPRART, art
NN,NN,der,NN,$., art
VMFIN,PRF,das,ADJA,NN, art
NN,ADV,der,NN,KON, art
APPRART,NN,die,CARD,NN, art
Komma,APPR,der,PPOSAT,NN, art
VVFIN,APPR,der,NN,APPRART, art
NN,KON,der,NN,ART, art
NN,Komma,die,ART,NN, prels
Komma,VVFIN,die,NN,Komma, art
NN,VVFIN,der,ADJA,NE, art
ADV,VVFIN,der,NN,ART, art
$(,VAFIN,der,NN,Komma, art
APPR,PRELS,die,NN,VVFIN, art
ADJA,NN,der,NE,VVFIN, art
NN,$(,die,NN,KON, art
NE,APPR,die,NN,NE, art
VVFIN,APPR,die,NN,$., art
ART,NN,der,NN,KON, art
ADV,VVFIN,die,NN,NE, art
NN,Komma,die,APPR,ART, prels
VVPP,Komma,die,$(,KON, art
PPER,APPR,die,NN,APPR, art
APPR,NN,der,NE,VVFIN, art
PRF,KON,der,NN,ART, art
VMFIN,ADV,der,NN,$(, art
NN,Komma,die,APPR,NN, prels
APPR,NN,der,NN,ADJA, art
NN,APPR,die,NN,VVPP, art
NN,APPR,der,NN,ART, art
ART,NN,der,NN,APPRART, art
ART,NN,der,NN,ART, art
NE,Komma,der,ADV,ADV, prels
Komma,KON,der,ADJD,ADV, art
Komma,ADV,die,NN,APPR, art
VAFIN,PPER,der,NN,PTKNEG, art
KOUS,APPR,die,NN,PTKZU, art
ADJA,NN,der,NN,$., art
CARD,VVFIN,das,NN,PIAT, art
Komma,KOUS,die,NN,APPR, art
KON,NN,das,VVINF,Komma, art
ADV,KOKOM,der,NN,APPRART, art
ADV,APPR,die,ADJA,NN, art
Komma,KOUS,der,NN,KON, art
VAFIN,Komma,das,ADV,ADV, prels
Komma,KOUS,der,NN,KOKOM, art
Komma,KOUS,die,NN,ART, art
PPOSAT,APPR,der,ADJA,NN, art
ADJD,Komma,der,NN,VVFIN, art
Komma,ADV,die,NN,ART, art
ART,NN,der,NN,VVINF, art
NN,Komma,die,ART,APPR, prels
NN,Komma,die,CARD,KON, prels
NN,APPR,das,ADJA,NN, art
NN,VAFIN,der,NN,ART, art
NN,VAFIN,die,NN,$(, art
NN,Komma,die,APPR,PPOSAT, prels
APPR,NN,die,NN,ART, art
PDAT,Komma,die,ART,PTKA, prels
Komma,PRELS,das,PTKA,ADJD, art
NE,VAFIN,die,NN,ADJD, art
VAFIN,PRF,der,NN,ART, art
Komma,VVFIN,der,NN,APPR, art
Komma,KOUS,die,NN,$(, art
NN,Komma,die,APPR,ART, prels
KOUS,PRF,die,NN,APPR, art
ADV,VAFIN,die,NN,VVINF, art
VVFIN,PRF,der,NN,ART, art
NN,Komma,die,APPR,ART, prels
VVPP,KOKOM,der,ADJA,NN, art
ADV,ADV,die,NN,ART, art
PRF,ADV,die,NN,APPR, art
NN,Komma,die,ADJD,VVPP, prels
ADJA,NN,der,NN,Komma, art
NN,Komma,die,ADV,ADV, prels
ADJA,NN,der,NN,APPR, art
PIDAT,NN,der,CARD,NN, art
ART,NN,das,NN,PTKVZ, art
NN,VVFIN,die,ADJA,NN, art
NN,VVFIN,das,NE,Komma, art
NN,APPR,der,ADV,ADJA, art
NN,VAFIN,die,NN,APPR, art
VAFIN,Komma,die,ADJA,NN, art
NN,VVFIN,der,ADJA,NN, art
KON,VVFIN,die,ADJA,NN, art
PPER,APPR,die,NN,VVFIN, art
NN,Komma,die,PRF,APPRART, prels
ADV,PIS,der,NN,Komma, art
NN,APPR,der,NN,VVPP, art
APPR,NN,der,$(,TRUNC, art
Komma,VVFIN,der,NN,ADV, art
VMFIN,PRF,die,ADJA,NN, art
VVFIN,APPR,die,NE,NN, art
PIS,APPR,der,ADV,ADJA, art
NN,VMFIN,die,NN,APPR, art
Komma,VAFIN,die,PRF,ADJA, art
$(,VAFIN,die,ADJA,NN, art
$(,APPR,der,NN,NE, art
NN,APPR,der,NN,NE, art
NE,VVFIN,die,NN,$., art
